trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.008, 'e': 0.2331670801985418}",20,0,8.691049413624828,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.008, 'e': 0.23130918504632592}",20,9,-19.15202042681974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.008, 'e': 0.22946609376090668}",20,3,28.132035841505516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.008, 'e': 0.22763768838381274}",20,7,12.452502301200198,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.008, 'e': 0.22582385189647586}",25,8,34.17591672829173,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.008, 'e': 0.22402446821274175}",20,3,29.702609604157075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.008, 'e': 0.2222394221714404}",25,20,9.938731707838567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.008, 'e': 0.22046859952901593}",25,11,2.509405439623891,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.008, 'e': 0.21871188695221475}",25,0,25.037322663719003,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
192,False,"{'a': 0.008, 'e': 0.21696917201083235}",25,3,19.34990479779251,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.008, 'e': 0.21524034317051757}",20,12,14.24220750880339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.008, 'e': 0.2135252897856346}",20,7,-59.29800634239529,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
195,False,"{'a': 0.008, 'e': 0.21182390209218135}",20,10,17.693037439761977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.008, 'e': 0.21013607120076472}",25,0,0.8834651066913721,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
197,False,"{'a': 0.008, 'e': 0.20846168908963153}",30,19,17.169422321153736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.008, 'e': 0.20680064859775515}",20,12,14.646297959844418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.008, 'e': 0.20515284341797715}",25,11,26.790730895642675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.008, 'e': 0.20351816809020354}",20,12,-5.674983004139289,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.008, 'e': 0.20189651799465538}",20,3,22.71843641124938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.008, 'e': 0.20028778934517305}",20,14,9.21718681020817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.008, 'e': 0.19869187918257386}",20,8,26.07653317551816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.008, 'e': 0.19710868536806264}",20,2,-30.800386696938872,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.008, 'e': 0.1955381065766949}",20,2,20.936293205781595,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.008, 'e': 0.19398004229089189}",20,0,-16.299957476925396,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
207,False,"{'a': 0.008, 'e': 0.19243439279400748}",20,4,25.68301627101648,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.008, 'e': 0.19090105916394629}",20,0,16.411805871267028,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.008, 'e': 0.18937994326683263}",25,0,0.9321513543147386,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.008, 'e': 0.18787094775072993}",30,0,33.426526084177006,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.008, 'e': 0.18637397603940997}",25,0,-23.74650329397095,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
212,False,"{'a': 0.008, 'e': 0.18488893232617234}",25,4,-20.270893740270218,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
213,False,"{'a': 0.008, 'e': 0.18341572156771246}",25,11,12.830904276412884,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.008, 'e': 0.18195424947803895}",30,19,6.756855959684615,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.008, 'e': 0.18050442252243923}",20,3,15.487574023617283,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.008, 'e': 0.17906614791149322}",20,9,24.08723841657193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.008, 'e': 0.17763933359513495}",25,18,13.585796102352152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.008, 'e': 0.1762238882567611}",25,2,-49.2642831706401,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 2}",1
219,False,"{'a': 0.008, 'e': 0.17481972130738693}",20,14,-3.106385803553424,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.008, 'e': 0.17342674287984836}",25,13,-4.448976982497838,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.008, 'e': 0.17204486382305054}",30,21,15.123127233958082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.008, 'e': 0.17067399569626215}",20,5,21.50172660331472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.008, 'e': 0.16931405076345518}",25,12,21.99320515581962,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.008, 'e': 0.16796494198768974}",25,13,-0.6242693056170534,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.008, 'e': 0.16662658302554365}",20,4,-27.043261462385235,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.008, 'e': 0.16529888822158653}",20,0,9.138750476817695,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.008, 'e': 0.16398177260289773}",20,1,-26.48356874231107,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
228,False,"{'a': 0.008, 'e': 0.16267515187362808}",20,8,16.432429816829202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.008, 'e': 0.16137894240960493}",30,0,-9.892171353917714,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
230,False,"{'a': 0.008, 'e': 0.1600930612529801}",20,16,8.806068763603214,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.008, 'e': 0.15881742610692068}",25,4,-6.147742369725673,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.008, 'e': 0.15755195533034191}",25,13,21.292537513253002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.008, 'e': 0.15629656793268212}",30,16,25.396147075300963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.008, 'e': 0.15505118356871936}",25,3,-50.81857510775749,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
235,False,"{'a': 0.008, 'e': 0.15381572253342926}",20,6,14.537018217563487,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.008, 'e': 0.15259010575688386}",25,10,6.292820312917321,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.008, 'e': 0.1513742547991911}",20,0,-35.17373390920632,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
238,False,"{'a': 0.008, 'e': 0.15016809184547464}",25,10,25.248891189656824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.008, 'e': 0.1489715397008938}",20,6,17.91605652282531,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.008, 'e': 0.14778452178570287}",30,13,25.7694678928327,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.008, 'e': 0.14660696213035015}",20,0,30.98224155238755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.008, 'e': 0.1454387853706157}",30,16,23.569011115745823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.008, 'e': 0.14427991674278817}",30,19,-5.65235982828722,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
244,False,"{'a': 0.008, 'e': 0.14313028207887982}",25,10,2.9142326763001707,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.008, 'e': 0.14198980780187978}",25,12,18.04272289000961,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.008, 'e': 0.140858420921045}",20,15,8.332602649607928,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.008, 'e': 0.13973604902722894}",20,15,11.33470889081731,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.008, 'e': 0.13862262028824732}",20,8,-17.974291166869268,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.008, 'e': 0.13751806344428075}",20,15,-31.34471769899676,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.008, 'e': 0.13642230780331424}",25,7,-6.640048506735129,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
251,False,"{'a': 0.008, 'e': 0.1353352832366127}",20,2,28.568236585759156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.008, 'e': 0.13425692017423285}",20,7,23.359637429785945,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.008, 'e': 0.1331871496005706}",35,20,-37.70418384522391,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
254,False,"{'a': 0.008, 'e': 0.1321259030499441}",25,20,11.038546329978578,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.008, 'e': 0.13107311260221188}",20,4,-11.961593313086587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 0.008, 'e': 0.1300287108784259}",30,18,22.427046679141693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.008, 'e': 0.1289926310365194}",20,13,9.602132941445765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.008, 'e': 0.1279648067670288}",25,2,34.81651453212623,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.008, 'e': 0.12694517228885002}",20,7,21.523672998600073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.008, 'e': 0.12593366234502845}",20,2,19.398918992987337,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.008, 'e': 0.12493021219858241}",20,10,20.387441940860427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.008, 'e': 0.12393475762836002}",25,6,27.145452165082723,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.008, 'e': 0.122947234924929}",20,2,30.261966290779835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.008, 'e': 0.12196758088649925}",20,10,14.750148405779552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.008, 'e': 0.12099573281487792}",25,14,-30.90003092356639,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.008, 'e': 0.12003162851145673}",20,11,4.633685983930915,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.008, 'e': 0.11907520627323114}",25,15,18.671729054800764,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.008, 'e': 0.11812640488885146}",20,2,30.6105986802055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.008, 'e': 0.11718516363470523}",20,0,25.21547273882679,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.008, 'e': 0.11625142227103091}",25,0,37.35431391464863,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
271,False,"{'a': 0.008, 'e': 0.11532512103806251}",25,12,20.744344596983225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.008, 'e': 0.11440620065220493}",20,8,-20.31196407765798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
273,False,"{'a': 0.008, 'e': 0.11349460230223983}",20,0,-21.281277627511983,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
274,False,"{'a': 0.008, 'e': 0.11259026764556165}",20,11,12.71848758708372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.008, 'e': 0.11169313880444368}",30,0,35.61008404775346,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.008, 'e': 0.11080315836233387}",20,6,1.3161130673585213,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.008, 'e': 0.10992026936018012}",25,7,32.600519424898486,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.008, 'e': 0.10904441529278498}",25,10,3.5611514124133725,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
279,False,"{'a': 0.008, 'e': 0.10817554010518914}",20,15,3.4886772842038916,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.008, 'e': 0.10731358818908403}",20,6,4.559113095810204,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.008, 'e': 0.1064585043792528}",25,7,25.949738151847924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.008, 'e': 0.10561023395003975}",20,12,5.435343303021391,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.008, 'e': 0.10476872261184789}",25,13,19.778610955686034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.008, 'e': 0.10393391650766431}",20,8,18.115313757897738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.008, 'e': 0.10310576220961341}",30,14,20.721702674771738,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.008, 'e': 0.10228420671553744}",30,19,25.068382188698706,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.008, 'e': 0.10146919744560434}",20,3,13.942000863535052,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.008, 'e': 0.10066068223894266}",20,4,25.785569198020823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.008, 'e': 0.09985860935030318}",30,20,-25.008731309297033,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.008, 'e': 0.09906292744674731}",25,12,13.050058351535643,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.008, 'e': 0.09827358560436154}",30,17,-17.415277118419404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.008, 'e': 0.09749053330499859}",20,11,15.088034938438428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.008, 'e': 0.09671372043304398}",20,14,10.884631662099416,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.008, 'e': 0.09594309727220877}",20,2,33.37044352793154,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.008, 'e': 0.09517861450234763}",25,7,32.111837162635425,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.008, 'e': 0.09442022319630235}",25,10,0.5990399528223709,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.008, 'e': 0.09366787481677047}",25,17,15.03377706710846,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.008, 'e': 0.0929215212131989}",35,0,50.299221044660506,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.008, 'e': 0.09218111461870225}",20,0,30.366037239688055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.008, 'e': 0.09144660764700575}",25,15,17.403227709705156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.008, 'e': 0.09071795328941251}",20,8,21.499727291697344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.008, 'e': 0.08999510491179491}",25,13,22.939653073853734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.008, 'e': 0.08927801625161007}",25,0,36.17859805505072,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.008, 'e': 0.08856664141493896}",20,9,17.496043085636146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.008, 'e': 0.0878609348735492}",20,14,9.179035645401232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.008, 'e': 0.0871608514619813}",30,15,23.929285788000833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.008, 'e': 0.08646634637465792}",20,7,9.179290910895217,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.008, 'e': 0.08577737516301644}",20,2,26.08799812364459,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.008, 'e': 0.08509389373266411}",20,16,6.297173242978558,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.008, 'e': 0.08441585834055614}",25,0,19.836096129451178,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.008, 'e': 0.08374322559219596}",20,13,13.592921484765352,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.008, 'e': 0.0830759524388581}",20,4,6.4498780518467065,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.008, 'e': 0.08241399617483297}",20,0,31.997003123834112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.008, 'e': 0.08175731443469375}",20,0,-7.5593523493457155,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
315,False,"{'a': 0.008, 'e': 0.0811058651905849}",20,11,18.053104088370823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.008, 'e': 0.08045960674953244}",20,2,30.32133855351761,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.008, 'e': 0.07981849775077554}",35,12,32.346299073009945,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.008, 'e': 0.07918249716311948}",25,13,23.923321568807676,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.008, 'e': 0.07855156428230954}",20,13,9.761465686784963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.008, 'e': 0.077925658728426}",25,0,41.51477122628613,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.008, 'e': 0.07730474044329974}",25,0,10.480525130974712,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
322,False,"{'a': 0.008, 'e': 0.0766887696879486}",25,14,18.69978807074077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.008, 'e': 0.07607770704003398}",25,15,10.52505697179192,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.008, 'e': 0.07547151339133784}",25,12,23.094275333438606,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.008, 'e': 0.07487014994525974}",25,17,3.5259781091411186,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.008, 'e': 0.07427357821433388}",20,4,13.3540238214433,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.008, 'e': 0.07368176001776583}",20,0,34.340062895364625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.008, 'e': 0.07309465747898901}",20,2,18.040222323663265,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.008, 'e': 0.07251223302324053}",20,6,26.53544980520538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.008, 'e': 0.07193444937515645}",25,5,-18.758589293293042,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
331,False,"{'a': 0.008, 'e': 0.07136126955638605}",20,0,25.381071625787097,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.008, 'e': 0.0707926568832253}",25,17,2.0557492122144603,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.008, 'e': 0.07022857496426901}",30,22,4.560177596670616,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.008, 'e': 0.06966898769808184}",20,0,13.902102439808134,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
335,False,"{'a': 0.008, 'e': 0.06911385927088774}",25,13,23.821372233531157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.008, 'e': 0.06856315415427791}",30,10,20.307331224765747,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.008, 'e': 0.06801683710293688}",30,13,30.889658730360985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.008, 'e': 0.0674748731523869}",25,14,6.181017902995077,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.008, 'e': 0.06693722761675015}",20,11,16.303029366052073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.008, 'e': 0.06640386608652883}",25,7,26.80448320053647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.008, 'e': 0.06587475442640295}",25,0,36.497765551359386,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.008, 'e': 0.06534985877304565}",20,7,22.908240472067433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.008, 'e': 0.06482914553295596}",20,11,17.61434491104547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.008, 'e': 0.06431258138030878}",20,3,27.908512465276708,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.008, 'e': 0.063800133254822}",20,4,16.590577662614894,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.008, 'e': 0.0632917683596407}",20,3,29.20635521866404,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.008, 'e': 0.06278745415923806}",30,14,30.66298852178258,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.008, 'e': 0.0622871583773331}",25,15,19.143055688392252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.008, 'e': 0.061790848994825016}",30,15,13.974728132615232,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.008, 'e': 0.061298494247743925}",25,11,22.452051984110742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.008, 'e': 0.06081006262521795}",20,6,10.785385503088271,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.008, 'e': 0.06032552286745654}",20,12,13.740907902791399,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.008, 'e': 0.059844843963749825}",30,15,18.089268333940613,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.008, 'e': 0.05936799515048385}",25,13,22.30591164649423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.008, 'e': 0.05889494590917182}",30,8,11.314286422067516,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.008, 'e': 0.05842566596450083}",25,16,18.403494784826282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.008, 'e': 0.057960125282394234}",20,3,23.840367843369147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.008, 'e': 0.057498294068089484}",20,7,23.422155123275846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.008, 'e': 0.057040142764231215}",20,12,17.09760746500361,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.008, 'e': 0.056585642048979604}",25,12,11.440846940398592,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.008, 'e': 0.056134762834133725}",30,2,45.89481606905722,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.008, 'e': 0.05568747626326995}",30,3,32.689030224451194,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.008, 'e': 0.055243753709895045}",20,14,8.606436924449572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.008, 'e': 0.054803566775614154}",30,13,21.766883048086694,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.008, 'e': 0.05436688728831322}",20,12,14.349684913417786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.008, 'e': 0.05393368730035602}",25,11,17.290428356037708,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.008, 'e': 0.05350393908679544}",20,6,12.66110235840204,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
