trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.008, 'e': 0.053077615143599134}",20,11,1.8534013467731163,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.008, 'e': 0.05265468818588921}",30,6,25.24058397384841,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.008, 'e': 0.05223513114619603}",20,8,20.455545366541596,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.008, 'e': 0.05181891717272583}",20,2,-13.191728393126542,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
372,False,"{'a': 0.008, 'e': 0.051406019627642255}",20,12,7.038557360472615,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.008, 'e': 0.050996412085361466}",25,9,10.337170289197264,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.008, 'e': 0.05059006833086096}",20,13,14.112204624225651,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.008, 'e': 0.050186962358001734}",30,16,27.1566558790714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.008, 'e': 0.049787068367863944}",25,0,35.80815124210625,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
377,False,"{'a': 0.008, 'e': 0.049390360767095715}",35,0,2.7762268104465875,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
378,False,"{'a': 0.008, 'e': 0.0489968141662752}",20,16,9.474923814195327,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.008, 'e': 0.048606403378285604}",20,0,19.40567963792841,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.008, 'e': 0.04821910341670324}",20,12,15.865816200822561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.008, 'e': 0.04783488949419837}",25,12,22.561279677852514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.008, 'e': 0.0474537370209488}",20,6,22.8106160630974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.008, 'e': 0.04707562160306615}",20,11,16.089607255271652,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.008, 'e': 0.04670051904103461}",25,8,27.46801787092094,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.008, 'e': 0.046328405328162174}",30,18,22.868257009192536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.008, 'e': 0.045959256649044204}",20,8,-60.24938089378043,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
387,False,"{'a': 0.008, 'e': 0.045593049378039235}",25,15,18.951723109979753,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.008, 'e': 0.04522976007775692}",35,0,52.43225440941886,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.008, 'e': 0.04486936549755803}",20,8,6.952027446146256,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.008, 'e': 0.04451184257206644}",20,12,14.882558855398756,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.008, 'e': 0.04415716841969286}",20,9,22.146809987721817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.008, 'e': 0.04380532034117049}",20,9,18.238603026184645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.008, 'e': 0.04345627581810221}",30,7,35.61133097605462,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.008, 'e': 0.043110012511519386}",30,13,21.952477995970966,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.008, 'e': 0.04276650826045222}",25,6,30.14374441461387,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.008, 'e': 0.042425741080511385}",20,15,7.362503357394943,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.008, 'e': 0.042087689162481054}",20,6,27.19057822883859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.008, 'e': 0.04175233087092308}",25,17,16.522681346443342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.008, 'e': 0.04141964474279235}",20,16,5.8240185774794515,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.008, 'e': 0.04108960948606308}",20,16,7.363865046328254,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.008, 'e': 0.04076220397836621}",20,16,8.415476634954842,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.008, 'e': 0.04043740726563748}",25,17,13.747693724454932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.008, 'e': 0.040115198560776416}",30,19,-21.693778117244317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
404,False,"{'a': 0.008, 'e': 0.039795557242315927}",20,0,23.03563724956608,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
405,False,"{'a': 0.008, 'e': 0.039478462853102525}",20,7,19.04504856850498,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.008, 'e': 0.039163895098987066}",35,18,31.06621558945973,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.008, 'e': 0.03885183384752591}",20,16,6.598378989955498,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.008, 'e': 0.03854225912669246}",25,15,15.394159184213292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.008, 'e': 0.03823515112359889}",20,10,16.074584876051148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.008, 'e': 0.0379304901832282}",20,0,29.522834136259902,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,False,"{'a': 0.008, 'e': 0.0376282568071762}",25,10,22.821728426529134,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.008, 'e': 0.03732843165240367}",25,15,15.332581584040959,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.008, 'e': 0.037030995529998355}",25,5,29.660976138867323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.008, 'e': 0.0367359294039469}",25,18,10.950578177767193,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.008, 'e': 0.036443214389916524}",20,7,12.290090683717349,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.008, 'e': 0.03615283175404641}",25,1,14.20844299336575,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.008, 'e': 0.03586476291174875}",25,14,22.001403328452298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.008, 'e': 0.03557898942651932}",20,3,24.641157446431663,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.008, 'e': 0.03529549300875749}",25,3,20.27128912514432,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.008, 'e': 0.035014255514595784}",25,8,27.19349315838034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.008, 'e': 0.03473525894473856}",35,20,27.953667387396244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.008, 'e': 0.034458485443310136}",20,16,5.3759868534211295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.008, 'e': 0.034183917296711934}",30,13,27.80742872868449,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.008, 'e': 0.033911536932488856}",30,16,23.03362090220634,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.008, 'e': 0.03364132691820462}",30,11,29.215962371848615,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.008, 'e': 0.03337326996032608}",20,7,25.344374243000217,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.008, 'e': 0.03310734890311644}",20,9,19.886812612867843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.008, 'e': 0.03284354672753726}",25,0,36.06661018235633,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.008, 'e': 0.03258184655015926}",20,3,24.099706285878256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.008, 'e': 0.03232223162208177}",25,0,25.930657856888992,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.008, 'e': 0.03206468532786077}",35,26,7.425141942163349,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.008, 'e': 0.03180919118444552}",20,6,15.516266674574451,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.008, 'e': 0.03155573284012364}",25,8,26.428749116879928,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.008, 'e': 0.03130429407347458}",20,9,20.409946131780654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.008, 'e': 0.03105485879233143}",30,18,22.97646040545575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.008, 'e': 0.030807411032751076}",20,16,7.488322021326375,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.008, 'e': 0.030561934957992438}",30,11,21.369358664753907,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
438,False,"{'a': 0.008, 'e': 0.03031841485750294}",20,6,10.78669828723575,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.008, 'e': 0.03007683514591303}",30,14,32.807050782588306,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.008, 'e': 0.029837180362038706}",25,15,18.530551742602288,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.008, 'e': 0.029599435167892}",25,9,24.006427421755475,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.008, 'e': 0.029363584347699333}",30,13,28.815098397005148,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.008, 'e': 0.02912961280692771}",20,3,27.44453175473306,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.008, 'e': 0.028897505571318663}",20,16,7.782111303521908,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.008, 'e': 0.02866724778592988}",30,0,45.2611593781007,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
446,False,"{'a': 0.008, 'e': 0.028438824714184505}",20,16,6.5421456950634145,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.008, 'e': 0.02821222173692798}",30,17,5.625219292848566,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.008, 'e': 0.027987424351492405}",20,6,-17.055102830164895,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.008, 'e': 0.02776441817076839}",25,3,36.675220276733405,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.008, 'e': 0.02754318892228425}",30,18,22.26589124484886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.008, 'e': 0.02732372244729256}",20,13,15.971288967999275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.008, 'e': 0.027106004699864013}",25,0,35.50092924149835,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.008, 'e': 0.026890021745988462}",20,11,18.493461764594933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.008, 'e': 0.026675759762683132}",20,6,25.05316503421987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.008, 'e': 0.026463205037107963}",30,12,27.642594199320236,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.008, 'e': 0.02625234396568796}",25,0,36.088618638270646,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
457,False,"{'a': 0.008, 'e': 0.02604316305324258}",25,11,25.34935684139331,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.008, 'e': 0.025835648912122026}",20,9,17.344041407411993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.008, 'e': 0.02562978826135044}",30,18,7.220322469871927,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.008, 'e': 0.025425567925775893}",25,13,19.019764919830514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.008, 'e': 0.025222974835227212}",25,14,19.687469474873286,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.008, 'e': 0.025021996023677443}",25,0,-6.109421223514245,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
463,False,"{'a': 0.008, 'e': 0.02482261862841405}",20,15,11.05514435669619,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.008, 'e': 0.024624829889215685}",20,7,23.64124133028878,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.008, 'e': 0.024428617147535518}",35,17,32.49332808917758,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.008, 'e': 0.024233967845691113}",30,11,27.19052795621253,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.008, 'e': 0.024040869526060712}",20,10,5.533151633970957,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
468,False,"{'a': 0.008, 'e': 0.023849309830285947}",20,13,12.736739273727924,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.008, 'e': 0.0236592764984809}",30,11,31.28409161018755,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.008, 'e': 0.023470757368447476}",20,10,6.905937504086278,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.008, 'e': 0.023283740374897}",25,11,19.962213020098755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.008, 'e': 0.02309821354867805}",25,7,24.530553573713444,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.008, 'e': 0.022914165016010422}",30,21,14.628921008873666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.008, 'e': 0.022731582997725205}",30,18,20.356736933240974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.008, 'e': 0.022550455808510905}",20,10,17.63555705487406,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.008, 'e': 0.02237077185616559}",35,23,21.445627687803036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.008, 'e': 0.022192519640854974}",25,12,23.796222675933535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.008, 'e': 0.02201568775437644}",20,0,34.20957161028954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
479,False,"{'a': 0.008, 'e': 0.021840264879428885}",20,12,14.726674103136027,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.008, 'e': 0.02166623978888844}",20,6,24.102338847683214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.008, 'e': 0.021493601345089923}",20,13,12.719452414457482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.008, 'e': 0.02132233849911398}",25,18,14.391163768086242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.008, 'e': 0.021152440290080017}",25,1,37.58487927267927,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.008, 'e': 0.02098389584444467}",35,11,43.04427689360593,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.008, 'e': 0.020816694375305884}",20,11,17.134020746453174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.008, 'e': 0.020650825181712566}",20,11,16.32281343579452,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.008, 'e': 0.020486277647979705}",20,8,22.80538921992742,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.008, 'e': 0.020323041243008984}",35,19,21.531428498204612,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.008, 'e': 0.02016110551961476}",20,14,8.592709001245865,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.008, 'e': 0.02000046011385546}",35,23,22.247852405752745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.008, 'e': 0.019841094744370288}",20,0,15.915636292136453,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
492,False,"{'a': 0.008, 'e': 0.019682999211721196}",25,0,37.56127808656469,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.008, 'e': 0.019526163397740135}",25,7,30.15483783951473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.008, 'e': 0.01937057726488147}",20,6,26.469514401720136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.008, 'e': 0.019216230855579598}",25,13,18.5490285752503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.008, 'e': 0.019063114291611637}",25,15,21.365160793406222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.008, 'e': 0.018911217773465227}",20,15,10.385304692216254,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.008, 'e': 0.018760531579711363}",20,13,10.77502601834346,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.008, 'e': 0.01861104606638221}",25,10,24.188740098849184,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.008, 'e': 0.018462751666353888}",25,12,17.196622702042244,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.008, 'e': 0.01831563888873418}",20,4,22.5211300613206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.008, 'e': 0.0181696983182551}",20,16,5.976195878954497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.008, 'e': 0.01802492061467033}",25,11,28.429043866931316,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.008, 'e': 0.017881296512157415}",35,21,24.94955033198323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.008, 'e': 0.017738816818724773}",25,11,23.80190172311549,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.008, 'e': 0.017597472415623393}",30,24,8.137617601013147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.008, 'e': 0.01745725425676323}",25,11,27.11053412672267,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.008, 'e': 0.017318153368134255}",25,13,23.541800980470367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.008, 'e': 0.017180160847232114}",20,8,19.901379467180863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.008, 'e': 0.017043267862488373}",20,10,19.074860857204218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.008, 'e': 0.01690746565270528}",25,8,30.585063609650764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.008, 'e': 0.016772745526495048}",20,2,22.38201845713826,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.008, 'e': 0.016639098861723624}",25,13,24.108945793944443,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.008, 'e': 0.016506517104958845}",25,13,18.00566295134471,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.008, 'e': 0.01637499177092302}",35,17,19.290986652520246,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.008, 'e': 0.01624451444194987}",20,15,8.764254051101206,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.008, 'e': 0.016115076767445814}",25,0,40.492698032718906,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
518,False,"{'a': 0.008, 'e': 0.0159866704633555}",25,11,24.660016520444632,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.008, 'e': 0.015859287311631637}",20,8,19.21924855347509,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.008, 'e': 0.015732919159709032}",25,7,29.898901842857192,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.008, 'e': 0.01560755791998283}",20,5,27.310144458459003,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.008, 'e': 0.015483195569290899}",35,27,13.442701631711843,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.008, 'e': 0.015359824148400343}",25,9,11.10626453375049,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.008, 'e': 0.015237435761498117}",20,13,14.677948889847402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.008, 'e': 0.015116022575685681}",25,4,30.599740937932378,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.008, 'e': 0.014995576820477703}",25,14,19.72821916777659,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.008, 'e': 0.014876090787304737}",20,13,10.710683887795948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.008, 'e': 0.014757556829019875}",25,0,37.18307931224169,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
529,False,"{'a': 0.008, 'e': 0.014639967359409327}",25,7,28.20247978379045,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.008, 'e': 0.0145233148527069}",20,14,14.052193910516278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.008, 'e': 0.01440759184311235}",30,11,35.99576550985493,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.008, 'e': 0.014292790924313561}",25,5,33.067800145157065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.008, 'e': 0.014178904749012544}",25,6,31.950517982969835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.008, 'e': 0.014065926028455205}",35,20,24.594167035727438,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.008, 'e': 0.013953847531964868}",30,15,24.912051328189065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.008, 'e': 0.013842662086479501}",30,12,25.879009210070134,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.008, 'e': 0.01373236257609264}",20,14,9.651444533208135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.008, 'e': 0.013622941941597973}",25,2,37.193620765150584,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.008, 'e': 0.013514393180037542}",20,9,11.894523355442038,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.008, 'e': 0.013406709344253556}",30,12,33.06941985917517,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.008, 'e': 0.013299883542443767}",25,5,28.615275742891324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.008, 'e': 0.0131939089377204}",25,20,9.791349649678924,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.008, 'e': 0.013088778747672577}",30,13,33.41144587131456,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.008, 'e': 0.012984486243932251}",25,13,22.247862591579025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.008, 'e': 0.012881024751743584}",20,8,20.013179037369422,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.008, 'e': 0.01277838764953576}",35,17,-7.099384625322289,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
547,False,"{'a': 0.008, 'e': 0.012676568368499208}",25,14,23.14984593672952,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.008, 'e': 0.012575560392165182}",30,16,26.869872645492684,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.008, 'e': 0.012475357255988723}",20,11,13.628132271769637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.008, 'e': 0.012375952546934911}",25,0,35.66299878521634,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.008, 'e': 0.012277339903068436}",20,14,11.349226051391856,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.008, 'e': 0.012179513013146433}",25,13,22.43284135057905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.008, 'e': 0.012082465616214554}",25,8,29.302196503882154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
